Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pre-regist,Chrome 92.0.4515.159,,,2021-08-27 11:37:08,2021-08-27 11:38:10,1m - 2.333s,PASSED
,,,,,,,
Test Cases/Pre-regist Covid/linktree,Chrome 92.0.4515.159,,,2021-08-27 11:37:09,2021-08-27 11:38:10,1m - 1.715s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-27 11:37:10,2021-08-27 11:37:13,2.901s,PASSED
"navigateToUrl(""https://mysiloam-api-staging.siloamhospitals.com/linktree/"")",Chrome 92.0.4515.159,,,2021-08-27 11:37:13,2021-08-27 11:37:13,0.493s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/div_Select""), 120)",Chrome 92.0.4515.159,,,2021-08-27 11:37:13,2021-08-27 11:37:15,1.289s,PASSED
maximizeWindow(),Chrome 92.0.4515.159,,,2021-08-27 11:37:15,2021-08-27 11:37:15,0.182s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:37:15,2021-08-27 11:37:17,2.053s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/div_Select""))",Chrome 92.0.4515.159,,,2021-08-27 11:37:17,2021-08-27 11:37:17,0.429s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:37:17,2021-08-27 11:37:19,2.018s,PASSED
"setText(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Select_react-select-2-input""), NamaRS)",Chrome 92.0.4515.159,,,2021-08-27 11:37:19,2021-08-27 11:37:20,0.838s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:37:20,2021-08-27 11:37:22,2.005s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Pilih RS""))",Chrome 92.0.4515.159,,,2021-08-27 11:37:22,2021-08-27 11:37:23,0.390s,PASSED
