Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pre-regist COVID,Chrome 92.0.4515.159,,,2021-09-06 14:13:54,2021-09-06 14:16:24,2m - 30.098s,PASSED
,,,,,,,
Test Cases/Pre-regist Covid/Linktree - FO,Chrome 92.0.4515.159,,,2021-09-06 14:13:55,2021-09-06 14:16:24,2m - 29.605s,PASSED
"callTestCase(findTestCase(""Pre-regist Covid/TestCase/1. linktree - (Pilih Paket, Data Diri)""), [""NamaRS"":NamaRS, ""NamaSID"":NamaSID, ""NoHP"":NoHP, ""Email"":Email, ""TanggalKunjungan"":TanggalKunjungan, ""WaktuKunjungan"":WaktuKunjungan, ... ], STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-06 14:13:55,2021-09-06 14:15:19,1m - 23.616s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-09-06 14:15:19,2021-09-06 14:15:21,2.014s,PASSED
"callTestCase(findTestCase(""Pre-regist Covid/TestCase/2. linktree - (PE Form, pembayaran)""), [""PernahBerobat"":PernahBerobat, ""TujuanPemeriksaan"":TujuanPemeriksaan, ""Pekerjaan"":Pekerjaan, ""Namaortu"":Namaortu, ""Provinsi"":Provinsi, ... ], STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-06 14:15:21,2021-09-06 14:16:22,1m - 1.250s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-09-06 14:16:22,2021-09-06 14:16:24,2.018s,PASSED
