Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pre-regist OPD,Chrome 92.0.4515.159,,,2021-08-31 10:48:10,2021-08-31 10:49:36,1m - 25.259s,PASSED
,,,,,,,
Test Cases/Pre-regis OPD/appointment microsite,Chrome 92.0.4515.159,,,2021-08-31 10:48:11,2021-08-31 10:49:36,1m - 24.928s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-31 10:48:11,2021-08-31 10:48:13,1.802s,PASSED
"navigateToUrl(""http://10.85.139.12/appointment-microsite/"")",Chrome 92.0.4515.159,,,2021-08-31 10:48:13,2021-08-31 10:48:15,1.877s,PASSED
maximizeWindow(),Chrome 92.0.4515.159,,,2021-08-31 10:48:15,2021-08-31 10:48:15,0.153s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist OPD/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/button_Cari""), 120)",Chrome 92.0.4515.159,,,2021-08-31 10:48:15,2021-08-31 10:48:16,0.496s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-31 10:48:16,2021-08-31 10:48:17,1.031s,PASSED
"click(findTestObject(""Object Repository/Pre-regist OPD/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/input_Nama Dokter""))",Chrome 92.0.4515.159,,,2021-08-31 10:48:17,2021-08-31 10:48:17,0.365s,PASSED
"setText(findTestObject(""Object Repository/Pre-regist OPD/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/input_Nama Dokter""), NamaDokter)",Chrome 92.0.4515.159,,,2021-08-31 10:48:17,2021-08-31 10:48:18,0.802s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-31 10:48:18,2021-08-31 10:48:20,2.017s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/klik nama dokter""))",Chrome 92.0.4515.159,,,2021-08-31 10:48:20,2021-08-31 10:48:20,0.355s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-31 10:48:20,2021-08-31 10:48:22,2.011s,PASSED
"click(findTestObject(""Object Repository/Pre-regist OPD/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/button_Cari""))",Chrome 92.0.4515.159,,,2021-08-31 10:48:22,2021-08-31 10:48:22,0.342s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist OPD/Page_Cari Jadwal Praktek Dr. dr. John C. P._b32dd8/button_Buat Janji Temu""), 120)",Chrome 92.0.4515.159,,,2021-08-31 10:48:22,2021-08-31 10:48:23,0.882s,PASSED
"click(findTestObject(""Object Repository/Pre-regist OPD/Page_Cari Jadwal Praktek Dr. dr. John C. P._b32dd8/button_Buat Janji Temu""))",Chrome 92.0.4515.159,,,2021-08-31 10:48:23,2021-08-31 10:48:24,0.358s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-31 10:48:24,2021-08-31 10:48:25,1.014s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/pilih tanggal""), 30)",Chrome 92.0.4515.159,,,2021-08-31 10:48:25,2021-08-31 10:48:25,0.362s,PASSED
"scrollToElement(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/pilih tanggal""), 30)",Chrome 92.0.4515.159,,,2021-08-31 10:48:25,2021-08-31 10:48:25,0.340s,PASSED
"if (TanggalJanji != ""0"")",Chrome 92.0.4515.159,,,2021-08-31 10:48:25,2021-08-31 10:48:25,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/span_31""))",Chrome 92.0.4515.159,"tiap bulan diupdate, dibikin if
",,2021-08-31 10:48:25,2021-08-31 10:48:26,0.365s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-31 10:48:26,2021-08-31 10:48:27,1.006s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/pilih jam""))",Chrome 92.0.4515.159,,,2021-08-31 10:48:27,2021-08-31 10:48:27,0.588s,PASSED
"click(findTestObject(""Object Repository/Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/button_Lanjut""))",Chrome 92.0.4515.159,,,2021-08-31 10:48:27,2021-08-31 10:48:28,0.575s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-31 10:48:28,2021-08-31 10:48:29,1.017s,PASSED
"if (Reservasi == ""Orang lain"")",Chrome 92.0.4515.159,,,2021-08-31 10:48:29,2021-08-31 10:48:29,0.000s,PASSED
"else if (Reservasi == ""Diri Sendiri"")",Chrome 92.0.4515.159,,,2021-08-31 10:48:29,2021-08-31 10:49:36,1m - 6.625s,PASSED
