Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pre-regist COVID,Chrome 92.0.4515.159,,,2021-09-02 10:44:14,2021-09-02 10:46:47,2m - 32.540s,PASSED
,,,,,,,
Test Cases/Pre-regist Covid/Linktree - FO,Chrome 92.0.4515.159,,,2021-09-02 10:44:15,2021-09-02 10:46:47,2m - 32.014s,PASSED
"callTestCase(findTestCase(""Pre-regist Covid/TestCase/1. linktree - (Pilih Paket, Data Diri)""), [""NamaRS"":NamaRS, ""NamaSID"":NamaSID, ""NoHP"":NoHP, ""Email"":Email, ""TanggalKunjungan"":TanggalKunjungan, ""WaktuKunjungan"":WaktuKunjungan, ... ], STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-02 10:44:15,2021-09-02 10:45:13,57.525s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-09-02 10:45:13,2021-09-02 10:45:15,2.012s,PASSED
"callTestCase(findTestCase(""Pre-regist Covid/TestCase/2. linktree - (PE Form, pembayaran)""), [""PernahBerobat"":PernahBerobat, ""TujuanPemeriksaan"":TujuanPemeriksaan, ""Pekerjaan"":Pekerjaan, ""Namaortu"":Namaortu, ""Provinsi"":Provinsi, ... ], STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-02 10:45:15,2021-09-02 10:46:45,1m - 29.702s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-09-02 10:46:45,2021-09-02 10:46:47,2.015s,PASSED
