Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pre-regist OPD,Chrome 92.0.4515.159,,,2021-09-02 08:44:09,2021-09-02 08:44:47,38.005s,PASSED
,,,,,,,
Test Cases/Pre-regis OPD/FO OPD,Chrome 92.0.4515.159,,,2021-09-02 08:44:09,2021-09-02 08:44:47,37.610s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-09-02 08:44:09,2021-09-02 08:44:11,2.090s,PASSED
"navigateToUrl(""http://10.85.139.13:1252/pre-registration"")",Chrome 92.0.4515.159,,,2021-09-02 08:44:11,2021-09-02 08:44:13,1.884s,PASSED
maximizeWindow(),Chrome 92.0.4515.159,,,2021-09-02 08:44:13,2021-09-02 08:44:13,0.157s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist OPD/FO/button_Sign In FO OPD""), 5)",Chrome 92.0.4515.159,,,2021-09-02 08:44:13,2021-09-02 08:44:35,21.104s,PASSED
"setText(findTestObject(""Pre-regist OPD/FO/input_Username_username FO OPD""), Username)",Chrome 92.0.4515.159,,,2021-09-02 08:44:35,2021-09-02 08:44:35,0.722s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-09-02 08:44:35,2021-09-02 08:44:36,1.035s,PASSED
"setText(findTestObject(""Pre-regist OPD/FO/input_Password_password FO OPD""), Password)",Chrome 92.0.4515.159,,,2021-09-02 08:44:36,2021-09-02 08:44:37,0.686s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-09-02 08:44:37,2021-09-02 08:44:38,1.016s,PASSED
"click(findTestObject(""Pre-regist OPD/FO/button_Sign In FO OPD""))",Chrome 92.0.4515.159,,,2021-09-02 08:44:38,2021-09-02 08:44:38,0.379s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist OPD/FO/input name FO""), 120)",Chrome 92.0.4515.159,,,2021-09-02 08:44:38,2021-09-02 08:44:40,1.926s,PASSED
"click(findTestObject(""Pre-regist OPD/FO/delete tanggal FO""))",Chrome 92.0.4515.159,,,2021-09-02 08:44:40,2021-09-02 08:44:41,0.367s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-09-02 08:44:41,2021-09-02 08:44:42,1.010s,PASSED
"setText(findTestObject(""Pre-regist OPD/FO/input tanggal FO""), TanggalFO)",Chrome 92.0.4515.159,,,2021-09-02 08:44:42,2021-09-02 08:44:42,0.777s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-09-02 08:44:42,2021-09-02 08:44:43,1.012s,PASSED
"setText(findTestObject(""Pre-regist OPD/FO/input name FO""), NamaLengkap)",Chrome 92.0.4515.159,,,2021-09-02 08:44:43,2021-09-02 08:44:45,1.731s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-09-02 08:44:45,2021-09-02 08:44:46,1.013s,PASSED
"click(findTestObject(""Pre-regist OPD/FO/klik update FO""))",Chrome 92.0.4515.159,,,2021-09-02 08:44:46,2021-09-02 08:44:47,0.380s,PASSED
