Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pre-regist OPD,Chrome 92.0.4515.159,,,2021-09-02 08:12:47,2021-09-02 08:14:02,1m - 14.734s,PASSED
,,,,,,,
Test Cases/Pre-regis OPD/appointment microsite,Chrome 92.0.4515.159,,,2021-09-02 08:12:48,2021-09-02 08:14:02,1m - 14.311s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-09-02 08:12:49,2021-09-02 08:12:51,1.993s,PASSED
"navigateToUrl(""http://10.85.139.12/appointment-microsite/"")",Chrome 92.0.4515.159,,,2021-09-02 08:12:51,2021-09-02 08:12:52,1.646s,PASSED
maximizeWindow(),Chrome 92.0.4515.159,,,2021-09-02 08:12:52,2021-09-02 08:12:52,0.160s,PASSED
"waitForPageLoad(120, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-02 08:12:52,2021-09-02 08:12:52,0.162s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-09-02 08:12:52,2021-09-02 08:12:54,1.031s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/input_Nama Dokter""))",Chrome 92.0.4515.159,,,2021-09-02 08:12:54,2021-09-02 08:12:54,0.428s,PASSED
"setText(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/input_Nama Dokter""), NamaDokter)",Chrome 92.0.4515.159,,,2021-09-02 08:12:54,2021-09-02 08:12:55,0.806s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-09-02 08:12:55,2021-09-02 08:12:57,2.014s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/klik nama dokter""))",Chrome 92.0.4515.159,,,2021-09-02 08:12:57,2021-09-02 08:12:57,0.339s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-09-02 08:12:57,2021-09-02 08:12:59,2.011s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/button_Cari""))",Chrome 92.0.4515.159,,,2021-09-02 08:12:59,2021-09-02 08:12:59,0.342s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/Page_Cari Jadwal Praktek Dr. dr. John C. P._b32dd8/button_Buat Janji Temu""), 120)",Chrome 92.0.4515.159,,,2021-09-02 08:12:59,2021-09-02 08:13:00,0.846s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/Page_Cari Jadwal Praktek Dr. dr. John C. P._b32dd8/button_Buat Janji Temu""))",Chrome 92.0.4515.159,,,2021-09-02 08:13:00,2021-09-02 08:13:01,0.358s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-09-02 08:13:01,2021-09-02 08:13:02,1.006s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/pilih tanggal""), 30)",Chrome 92.0.4515.159,,,2021-09-02 08:13:02,2021-09-02 08:13:02,0.352s,PASSED
"scrollToElement(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/pilih tanggal""), 30)",Chrome 92.0.4515.159,,,2021-09-02 08:13:02,2021-09-02 08:13:02,0.323s,PASSED
"if (TanggalJanji != ""0"")",Chrome 92.0.4515.159,tiap bulan update,,2021-09-02 08:13:02,2021-09-02 08:13:04,1.420s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-09-02 08:13:04,2021-09-02 08:13:05,1.012s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/pilih jam""))",Chrome 92.0.4515.159,,,2021-09-02 08:13:05,2021-09-02 08:13:05,0.377s,PASSED
"click(findTestObject(""Object Repository/Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/button_Lanjut""))",Chrome 92.0.4515.159,,,2021-09-02 08:13:05,2021-09-02 08:13:06,0.591s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-09-02 08:13:06,2021-09-02 08:13:07,1.010s,PASSED
"if (Reservasi == ""Orang lain"")",Chrome 92.0.4515.159,,,2021-09-02 08:13:07,2021-09-02 08:13:07,0.000s,PASSED
"else if (Reservasi == ""Diri Sendiri"")",Chrome 92.0.4515.159,,,2021-09-02 08:13:07,2021-09-02 08:14:02,55.292s,PASSED
