Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pre-regist,Chrome 92.0.4515.159,,,2021-08-27 11:40:58,2021-08-27 11:42:22,1m - 24.254s,PASSED
,,,,,,,
Test Cases/Pre-regist Covid/linktree,Chrome 92.0.4515.159,,,2021-08-27 11:40:58,2021-08-27 11:42:22,1m - 23.635s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-27 11:40:59,2021-08-27 11:41:02,2.988s,PASSED
"navigateToUrl(""https://mysiloam-api-staging.siloamhospitals.com/linktree/"")",Chrome 92.0.4515.159,,,2021-08-27 11:41:02,2021-08-27 11:41:03,0.473s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/div_Select""), 120)",Chrome 92.0.4515.159,,,2021-08-27 11:41:03,2021-08-27 11:41:04,1.282s,PASSED
maximizeWindow(),Chrome 92.0.4515.159,,,2021-08-27 11:41:04,2021-08-27 11:41:04,0.156s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:41:04,2021-08-27 11:41:06,2.030s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/div_Select""))",Chrome 92.0.4515.159,,,2021-08-27 11:41:06,2021-08-27 11:41:07,0.430s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:41:07,2021-08-27 11:41:09,2.013s,PASSED
"setText(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Select_react-select-2-input""), NamaRS)",Chrome 92.0.4515.159,,,2021-08-27 11:41:09,2021-08-27 11:41:10,0.860s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:41:10,2021-08-27 11:41:12,2.017s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Pilih RS""))",Chrome 92.0.4515.159,,,2021-08-27 11:41:12,2021-08-27 11:41:12,0.372s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:41:12,2021-08-27 11:41:14,2.006s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Pilih NonDT""))",Chrome 92.0.4515.159,,,2021-08-27 11:41:14,2021-08-27 11:41:15,0.422s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Rapid Test Serology""), 30)",Chrome 92.0.4515.159,,,2021-08-27 11:41:15,2021-08-27 11:41:15,0.673s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Rapid Test Serology""))",Chrome 92.0.4515.159,,,2021-08-27 11:41:15,2021-08-27 11:41:16,0.404s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:41:16,2021-08-27 11:41:18,2.016s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/button_Pilih""))",Chrome 92.0.4515.159,,,2021-08-27 11:41:18,2021-08-27 11:41:18,0.372s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Nama Lengkap(Sesuai ID)_name""), 0)",Chrome 92.0.4515.159,,,2021-08-27 11:41:18,2021-08-27 11:41:21,3.056s,PASSED
"setText(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Nama Lengkap(Sesuai ID)_name""), NamaSID)",Chrome 92.0.4515.159,,,2021-08-27 11:41:21,2021-08-27 11:41:22,0.929s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-27 11:41:22,2021-08-27 11:41:23,1.011s,PASSED
"scrollToElement(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Tanggal Kunjungan_appointment_date""), 30)",Chrome 92.0.4515.159,,,2021-08-27 11:41:23,2021-08-27 11:41:23,0.331s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:41:23,2021-08-27 11:41:25,2.006s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Nomor Handphone_form-control""))",Chrome 92.0.4515.159,,,2021-08-27 11:41:25,2021-08-27 11:41:26,0.400s,PASSED
"setText(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Nomor Handphone_form-control""), NoHP)",Chrome 92.0.4515.159,,,2021-08-27 11:41:26,2021-08-27 11:41:27,0.923s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Alamat Email_email""))",Chrome 92.0.4515.159,,,2021-08-27 11:41:27,2021-08-27 11:41:27,0.488s,PASSED
"setText(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Alamat Email_email""), Email)",Chrome 92.0.4515.159,,,2021-08-27 11:41:27,2021-08-27 11:41:28,1.047s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-27 11:41:28,2021-08-27 11:41:29,1.010s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Tanggal Kunjungan_appointment_date""))",Chrome 92.0.4515.159,,,2021-08-27 11:41:29,2021-08-27 11:41:30,0.411s,PASSED
if (TanggalKunjungan != 0),Chrome 92.0.4515.159,,,2021-08-27 11:41:30,2021-08-27 11:41:30,0.002s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/span_OK""))",Chrome 92.0.4515.159,,,2021-08-27 11:41:30,2021-08-27 11:41:30,0.574s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-27 11:41:30,2021-08-27 11:41:31,1.017s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/WaktuKunjungan""))",Chrome 92.0.4515.159,,,2021-08-27 11:41:31,2021-08-27 11:41:32,0.380s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/sementara""))",Chrome 92.0.4515.159,,,2021-08-27 11:41:32,2021-08-27 11:41:32,0.618s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-27 11:41:32,2021-08-27 11:41:33,1.015s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Cara Pembayaran""))",Chrome 92.0.4515.159,,,2021-08-27 11:41:33,2021-08-27 11:41:34,0.361s,PASSED
"if (CaraPembayaran == ""Jaminan"")",Chrome 92.0.4515.159,,,2021-08-27 11:41:34,2021-08-27 11:41:41,7.305s,PASSED
"if (PernahBerobat == ""Tidak"")",Chrome 92.0.4515.159,,,2021-08-27 11:41:41,2021-08-27 11:41:42,1.448s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/span_Data pasien sama dengan data pemesan""))",Chrome 92.0.4515.159,,,2021-08-27 11:41:42,2021-08-27 11:41:43,0.453s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:41:43,2021-08-27 11:41:45,2.019s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-27 11:41:45,2021-08-27 11:41:46,1.020s,PASSED
"scrollToElement(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Nomor Kartu Identitas_identity_number""), 30)",Chrome 92.0.4515.159,,,2021-08-27 11:41:46,2021-08-27 11:41:46,0.349s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-27 11:41:46,2021-08-27 11:41:47,1.009s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Kartu identitas""))",Chrome 92.0.4515.159,,,2021-08-27 11:41:47,2021-08-27 11:41:48,0.369s,PASSED
"if (Identitas == ""KTP"")",Chrome 92.0.4515.159,,,2021-08-27 11:41:48,2021-08-27 11:41:50,2.317s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:41:50,2021-08-27 11:41:52,2.017s,PASSED
"uploadFile(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/upload foto katru identitas""), ""D:\MySiloam\Upload foto\download.jpg"")",Chrome 92.0.4515.159,,,2021-08-27 11:41:52,2021-08-27 11:41:52,0.413s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:41:52,2021-08-27 11:41:54,2.015s,PASSED
"if (PernahBerobat == ""Tidak"")",Chrome 92.0.4515.159,,,2021-08-27 11:41:54,2021-08-27 11:42:19,24.732s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-27 11:42:19,2021-08-27 11:42:20,1.010s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Nama Keluarga_agreeToTerms""))",Chrome 92.0.4515.159,,,2021-08-27 11:42:20,2021-08-27 11:42:20,0.383s,PASSED
"scrollToPosition(9999999, 9999999)",Chrome 92.0.4515.159,,,2021-08-27 11:42:20,2021-08-27 11:42:20,0.023s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-27 11:42:20,2021-08-27 11:42:21,1.007s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/button_Lanjut""))",Chrome 92.0.4515.159,,,2021-08-27 11:42:21,2021-08-27 11:42:22,0.342s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-27 11:42:22,2021-08-27 11:42:22,0.002s,NOT_RUN
"navigateToUrl(""https://mysiloam-api-staging.siloamhospitals.com/linktree/"")",Chrome 92.0.4515.159,,,2021-08-27 11:42:22,2021-08-27 11:42:22,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/Pre-regist Covid/linktree/body_You need to enable JavaScript to run t_832721""))",Chrome 92.0.4515.159,,,2021-08-27 11:42:22,2021-08-27 11:42:22,0.000s,NOT_RUN
"click(findTestObject(""Object Repository/Pre-regist Covid/linktree/li_Pemeriksaan Rutin  Atas Permintaan Sendiri""))",Chrome 92.0.4515.159,,,2021-08-27 11:42:22,2021-08-27 11:42:22,0.001s,NOT_RUN
"setText(findTestObject(""Object Repository/Pre-regist Covid/linktree/input_Pekerjaan_occupation""), ""pekerjaan"")",Chrome 92.0.4515.159,,,2021-08-27 11:42:22,2021-08-27 11:42:22,0.001s,NOT_RUN
"setText(findTestObject(""Object Repository/Pre-regist Covid/linktree/input_Nama Orang Tua_parent_name""), ""nama ortu"")",Chrome 92.0.4515.159,,,2021-08-27 11:42:22,2021-08-27 11:42:22,0.000s,NOT_RUN
"click(findTestObject(""Object Repository/Pre-regist Covid/linktree/svg_Provinsi_MuiSvgIcon-root""))",Chrome 92.0.4515.159,,,2021-08-27 11:42:22,2021-08-27 11:42:22,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/Pre-regist Covid/linktree/li_JAKARTA""))",Chrome 92.0.4515.159,,,2021-08-27 11:42:22,2021-08-27 11:42:22,0.001s,NOT_RUN
"setText(findTestObject(""Object Repository/Pre-regist Covid/linktree/input_RT_rt_number""), ""1"")",Chrome 92.0.4515.159,,,2021-08-27 11:42:22,2021-08-27 11:42:22,0.001s,NOT_RUN
"setText(findTestObject(""Object Repository/Pre-regist Covid/linktree/input_RW_rw_number""), ""1"")",Chrome 92.0.4515.159,,,2021-08-27 11:42:22,2021-08-27 11:42:22,0.000s,NOT_RUN
"click(findTestObject(""Object Repository/Pre-regist Covid/linktree/div_Tidak""))",Chrome 92.0.4515.159,,,2021-08-27 11:42:22,2021-08-27 11:42:22,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/Pre-regist Covid/linktree/div_Tidak""))",Chrome 92.0.4515.159,,,2021-08-27 11:42:22,2021-08-27 11:42:22,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/Pre-regist Covid/linktree/div_Tidak""))",Chrome 92.0.4515.159,,,2021-08-27 11:42:22,2021-08-27 11:42:22,0.000s,NOT_RUN
"click(findTestObject(""Object Repository/Pre-regist Covid/linktree/div_Tidak""))",Chrome 92.0.4515.159,,,2021-08-27 11:42:22,2021-08-27 11:42:22,0.002s,NOT_RUN
"click(findTestObject(""Object Repository/Pre-regist Covid/linktree/button_Lanjut""))",Chrome 92.0.4515.159,,,2021-08-27 11:42:22,2021-08-27 11:42:22,0.002s,NOT_RUN
"click(findTestObject(""Object Repository/Pre-regist Covid/linktree/input_Rp 149,000_isAgree""))",Chrome 92.0.4515.159,,,2021-08-27 11:42:22,2021-08-27 11:42:22,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/Pre-regist Covid/linktree/input_Rp 149,000_isConsent""))",Chrome 92.0.4515.159,,,2021-08-27 11:42:22,2021-08-27 11:42:22,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/Pre-regist Covid/linktree/button_Kirim""))",Chrome 92.0.4515.159,,,2021-08-27 11:42:22,2021-08-27 11:42:22,0.000s,NOT_RUN
"click(findTestObject(""Object Repository/Pre-regist Covid/linktree/h3_51E7D3""))",Chrome 92.0.4515.159,,,2021-08-27 11:42:22,2021-08-27 11:42:22,0.000s,NOT_RUN
