Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pre-regist OPD,Chrome 92.0.4515.159,,,2021-09-01 13:17:20,2021-09-01 13:18:28,1m - 8.444s,PASSED
,,,,,,,
Test Cases/Pre-regis OPD/appointment microsite,Chrome 92.0.4515.159,,,2021-09-01 13:17:20,2021-09-01 13:18:28,1m - 8.043s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-09-01 13:17:21,2021-09-01 13:17:23,2.307s,PASSED
"navigateToUrl(""http://10.85.139.12/appointment-microsite/"")",Chrome 92.0.4515.159,,,2021-09-01 13:17:23,2021-09-01 13:17:27,4.108s,PASSED
maximizeWindow(),Chrome 92.0.4515.159,,,2021-09-01 13:17:27,2021-09-01 13:17:27,0.162s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/button_Cari""), 120)",Chrome 92.0.4515.159,,,2021-09-01 13:17:27,2021-09-01 13:17:28,0.561s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-09-01 13:17:28,2021-09-01 13:17:29,1.032s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/input_Nama Dokter""))",Chrome 92.0.4515.159,,,2021-09-01 13:17:29,2021-09-01 13:17:29,0.379s,PASSED
"setText(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/input_Nama Dokter""), NamaDokter)",Chrome 92.0.4515.159,,,2021-09-01 13:17:29,2021-09-01 13:17:30,0.818s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-09-01 13:17:30,2021-09-01 13:17:32,2.007s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/klik nama dokter""))",Chrome 92.0.4515.159,,,2021-09-01 13:17:32,2021-09-01 13:17:33,0.341s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-09-01 13:17:33,2021-09-01 13:17:35,2.012s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/button_Cari""))",Chrome 92.0.4515.159,,,2021-09-01 13:17:35,2021-09-01 13:17:35,0.356s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/Page_Cari Jadwal Praktek Dr. dr. John C. P._b32dd8/button_Buat Janji Temu""), 120)",Chrome 92.0.4515.159,,,2021-09-01 13:17:35,2021-09-01 13:17:36,1.007s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/Page_Cari Jadwal Praktek Dr. dr. John C. P._b32dd8/button_Buat Janji Temu""))",Chrome 92.0.4515.159,,,2021-09-01 13:17:36,2021-09-01 13:17:36,0.341s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-09-01 13:17:36,2021-09-01 13:17:37,1.015s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/pilih tanggal""), 30)",Chrome 92.0.4515.159,,,2021-09-01 13:17:37,2021-09-01 13:17:38,0.342s,PASSED
"scrollToElement(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/pilih tanggal""), 30)",Chrome 92.0.4515.159,,,2021-09-01 13:17:38,2021-09-01 13:17:38,0.323s,PASSED
"if (TanggalJanji != ""0"")",Chrome 92.0.4515.159,tiap bulan update,,2021-09-01 13:17:38,2021-09-01 13:17:39,1.368s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-09-01 13:17:39,2021-09-01 13:17:40,1.007s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/pilih jam""))",Chrome 92.0.4515.159,,,2021-09-01 13:17:40,2021-09-01 13:17:41,0.381s,PASSED
"click(findTestObject(""Object Repository/Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/button_Lanjut""))",Chrome 92.0.4515.159,,,2021-09-01 13:17:41,2021-09-01 13:17:41,0.495s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-09-01 13:17:41,2021-09-01 13:17:42,1.011s,PASSED
"if (Reservasi == ""Orang lain"")",Chrome 92.0.4515.159,,,2021-09-01 13:17:42,2021-09-01 13:18:28,46.013s,PASSED
