Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pre-regist OPD,Chrome 92.0.4515.159,,,2021-08-31 13:48:07,2021-08-31 13:48:36,28.684s,PASSED
,,,,,,,
Test Cases/Pre-regis OPD/appointment microsite,Chrome 92.0.4515.159,,,2021-08-31 13:48:08,2021-08-31 13:48:36,28.359s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-31 13:48:08,2021-08-31 13:48:10,1.948s,PASSED
"navigateToUrl(""http://10.85.139.12/appointment-microsite/"")",Chrome 92.0.4515.159,,,2021-08-31 13:48:10,2021-08-31 13:48:13,2.506s,PASSED
maximizeWindow(),Chrome 92.0.4515.159,,,2021-08-31 13:48:13,2021-08-31 13:48:13,0.155s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist OPD/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/button_Cari""), 120)",Chrome 92.0.4515.159,,,2021-08-31 13:48:13,2021-08-31 13:48:13,0.523s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-31 13:48:13,2021-08-31 13:48:14,1.030s,PASSED
"click(findTestObject(""Object Repository/Pre-regist OPD/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/input_Nama Dokter""))",Chrome 92.0.4515.159,,,2021-08-31 13:48:14,2021-08-31 13:48:15,0.363s,PASSED
"setText(findTestObject(""Object Repository/Pre-regist OPD/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/input_Nama Dokter""), NamaDokter)",Chrome 92.0.4515.159,,,2021-08-31 13:48:15,2021-08-31 13:48:16,0.793s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-31 13:48:16,2021-08-31 13:48:18,2.016s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/klik nama dokter""))",Chrome 92.0.4515.159,,,2021-08-31 13:48:18,2021-08-31 13:48:18,0.362s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-31 13:48:18,2021-08-31 13:48:20,2.008s,PASSED
"click(findTestObject(""Object Repository/Pre-regist OPD/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/button_Cari""))",Chrome 92.0.4515.159,,,2021-08-31 13:48:20,2021-08-31 13:48:20,0.375s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist OPD/Page_Cari Jadwal Praktek Dr. dr. John C. P._b32dd8/button_Buat Janji Temu""), 120)",Chrome 92.0.4515.159,,,2021-08-31 13:48:20,2021-08-31 13:48:21,0.786s,PASSED
"click(findTestObject(""Object Repository/Pre-regist OPD/Page_Cari Jadwal Praktek Dr. dr. John C. P._b32dd8/button_Buat Janji Temu""))",Chrome 92.0.4515.159,,,2021-08-31 13:48:21,2021-08-31 13:48:21,0.337s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-31 13:48:21,2021-08-31 13:48:22,1.016s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/pilih tanggal""), 30)",Chrome 92.0.4515.159,,,2021-08-31 13:48:22,2021-08-31 13:48:23,0.342s,PASSED
"scrollToElement(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/pilih tanggal""), 30)",Chrome 92.0.4515.159,,,2021-08-31 13:48:23,2021-08-31 13:48:23,0.331s,PASSED
"if (TanggalJanji != ""0"")",Chrome 92.0.4515.159,,,2021-08-31 13:48:23,2021-08-31 13:48:23,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/span_31""))",Chrome 92.0.4515.159,"tiap bulan diupdate, dibikin if
",,2021-08-31 13:48:23,2021-08-31 13:48:23,0.368s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-31 13:48:23,2021-08-31 13:48:24,1.008s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/pilih jam""))",Chrome 92.0.4515.159,,,2021-08-31 13:48:24,2021-08-31 13:48:25,0.378s,PASSED
"click(findTestObject(""Object Repository/Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/button_Lanjut""))",Chrome 92.0.4515.159,,,2021-08-31 13:48:25,2021-08-31 13:48:25,0.585s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-31 13:48:25,2021-08-31 13:48:26,1.002s,PASSED
"if (Reservasi == ""Orang lain"")",Chrome 92.0.4515.159,,,2021-08-31 13:48:26,2021-08-31 13:48:36,9.532s,PASSED
