Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pre-regist,Chrome 92.0.4515.159,,,2021-08-27 11:39:11,2021-08-27 11:40:14,1m - 2.770s,PASSED
,,,,,,,
Test Cases/Pre-regist Covid/linktree,Chrome 92.0.4515.159,,,2021-08-27 11:39:11,2021-08-27 11:40:14,1m - 2.201s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-27 11:39:13,2021-08-27 11:39:16,2.926s,PASSED
"navigateToUrl(""https://mysiloam-api-staging.siloamhospitals.com/linktree/"")",Chrome 92.0.4515.159,,,2021-08-27 11:39:16,2021-08-27 11:39:16,0.460s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/div_Select""), 120)",Chrome 92.0.4515.159,,,2021-08-27 11:39:16,2021-08-27 11:39:17,1.263s,PASSED
maximizeWindow(),Chrome 92.0.4515.159,,,2021-08-27 11:39:17,2021-08-27 11:39:17,0.170s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:39:17,2021-08-27 11:39:20,2.046s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/div_Select""))",Chrome 92.0.4515.159,,,2021-08-27 11:39:20,2021-08-27 11:39:20,0.394s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:39:20,2021-08-27 11:39:22,2.005s,PASSED
"setText(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Select_react-select-2-input""), NamaRS)",Chrome 92.0.4515.159,,,2021-08-27 11:39:22,2021-08-27 11:39:23,0.807s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:39:23,2021-08-27 11:39:25,2.008s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Pilih RS""))",Chrome 92.0.4515.159,,,2021-08-27 11:39:25,2021-08-27 11:39:25,0.386s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:39:25,2021-08-27 11:39:27,2.018s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Pilih NonDT""))",Chrome 92.0.4515.159,,,2021-08-27 11:39:27,2021-08-27 11:39:28,0.428s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Rapid Test Serology""), 30)",Chrome 92.0.4515.159,,,2021-08-27 11:39:28,2021-08-27 11:39:28,0.606s,PASSED
