Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pre-regist OPD,Chrome 92.0.4515.159,,,2021-09-01 15:24:57,2021-09-01 15:26:49,1m - 52.776s,PASSED
,,,,,,,
Test Cases/Pre-regis OPD/appointment microsite,Chrome 92.0.4515.159,,,2021-09-01 15:25:28,2021-09-01 15:26:49,1m - 21.795s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-09-01 15:25:28,2021-09-01 15:25:29,1.872s,PASSED
"navigateToUrl(""http://10.85.139.12/appointment-microsite/"")",Chrome 92.0.4515.159,,,2021-09-01 15:25:29,2021-09-01 15:25:33,3.034s,PASSED
maximizeWindow(),Chrome 92.0.4515.159,,,2021-09-01 15:25:33,2021-09-01 15:25:33,0.150s,PASSED
"waitForPageLoad(120, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-01 15:25:33,2021-09-01 15:25:33,0.016s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-09-01 15:25:33,2021-09-01 15:25:34,1.006s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/input_Nama Dokter""))",Chrome 92.0.4515.159,,,2021-09-01 15:25:34,2021-09-01 15:25:34,0.416s,PASSED
"setText(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/input_Nama Dokter""), NamaDokter)",Chrome 92.0.4515.159,,,2021-09-01 15:25:34,2021-09-01 15:25:35,0.891s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-09-01 15:25:35,2021-09-01 15:25:37,2.018s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/klik nama dokter""))",Chrome 92.0.4515.159,,,2021-09-01 15:25:37,2021-09-01 15:25:37,0.359s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-09-01 15:25:37,2021-09-01 15:25:39,2.012s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/button_Cari""))",Chrome 92.0.4515.159,,,2021-09-01 15:25:39,2021-09-01 15:25:40,0.407s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/Page_Cari Jadwal Praktek Dr. dr. John C. P._b32dd8/button_Buat Janji Temu""), 120)",Chrome 92.0.4515.159,,,2021-09-01 15:25:40,2021-09-01 15:25:41,0.805s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/Page_Cari Jadwal Praktek Dr. dr. John C. P._b32dd8/button_Buat Janji Temu""))",Chrome 92.0.4515.159,,,2021-09-01 15:25:41,2021-09-01 15:25:41,0.330s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-09-01 15:25:41,2021-09-01 15:25:42,1.017s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/pilih tanggal""), 30)",Chrome 92.0.4515.159,,,2021-09-01 15:25:42,2021-09-01 15:25:42,0.308s,PASSED
"scrollToElement(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/pilih tanggal""), 30)",Chrome 92.0.4515.159,,,2021-09-01 15:25:42,2021-09-01 15:25:43,0.323s,PASSED
"if (TanggalJanji != ""0"")",Chrome 92.0.4515.159,tiap bulan update,,2021-09-01 15:25:43,2021-09-01 15:25:44,1.396s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-09-01 15:25:44,2021-09-01 15:25:45,1.018s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/pilih jam""))",Chrome 92.0.4515.159,,,2021-09-01 15:25:45,2021-09-01 15:25:45,0.374s,PASSED
"click(findTestObject(""Object Repository/Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/button_Lanjut""))",Chrome 92.0.4515.159,,,2021-09-01 15:25:45,2021-09-01 15:25:46,0.460s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-09-01 15:25:46,2021-09-01 15:25:47,1.016s,PASSED
"if (Reservasi == ""Orang lain"")",Chrome 92.0.4515.159,,,2021-09-01 15:25:47,2021-09-01 15:26:49,1m - 2.538s,PASSED
