Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pre-regist OPD,Chrome 92.0.4515.159,,,2021-08-31 08:04:11,2021-08-31 08:05:14,1m - 2.631s,PASSED
,,,,,,,
Test Cases/Pre-regis OPD/appointment microsite,Chrome 92.0.4515.159,,,2021-08-31 08:04:39,2021-08-31 08:05:14,34.593s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-31 08:04:39,2021-08-31 08:04:41,1.962s,PASSED
"navigateToUrl(""http://10.85.139.12/appointment-microsite/"")",Chrome 92.0.4515.159,,,2021-08-31 08:04:41,2021-08-31 08:04:49,7.359s,PASSED
maximizeWindow(),Chrome 92.0.4515.159,,,2021-08-31 08:04:49,2021-08-31 08:04:49,0.152s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist OPD/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/button_Cari""), 120)",Chrome 92.0.4515.159,,,2021-08-31 08:04:49,2021-08-31 08:04:49,0.476s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-31 08:04:49,2021-08-31 08:04:50,1.016s,PASSED
"click(findTestObject(""Object Repository/Pre-regist OPD/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/input_Nama Dokter""))",Chrome 92.0.4515.159,,,2021-08-31 08:04:50,2021-08-31 08:04:51,0.390s,PASSED
"setText(findTestObject(""Object Repository/Pre-regist OPD/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/input_Nama Dokter""), NamaDokter)",Chrome 92.0.4515.159,,,2021-08-31 08:04:51,2021-08-31 08:04:51,0.842s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-31 08:04:51,2021-08-31 08:04:53,2.008s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/klik nama dokter""))",Chrome 92.0.4515.159,,,2021-08-31 08:04:53,2021-08-31 08:04:54,0.423s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-31 08:04:54,2021-08-31 08:04:56,2.018s,PASSED
"click(findTestObject(""Object Repository/Pre-regist OPD/Page_Cari Jadwal  Buat Janji dengan Dokter _791af4/button_Cari""))",Chrome 92.0.4515.159,,,2021-08-31 08:04:56,2021-08-31 08:04:56,0.412s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist OPD/Page_Cari Jadwal Praktek Dr. dr. John C. P._b32dd8/button_Buat Janji Temu""), 120)",Chrome 92.0.4515.159,,,2021-08-31 08:04:56,2021-08-31 08:04:57,0.816s,PASSED
"click(findTestObject(""Object Repository/Pre-regist OPD/Page_Cari Jadwal Praktek Dr. dr. John C. P._b32dd8/button_Buat Janji Temu""))",Chrome 92.0.4515.159,,,2021-08-31 08:04:57,2021-08-31 08:04:58,0.417s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-31 08:04:58,2021-08-31 08:04:59,1.006s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/pilih tanggal""), 30)",Chrome 92.0.4515.159,,,2021-08-31 08:04:59,2021-08-31 08:04:59,0.401s,PASSED
"scrollToElement(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/pilih tanggal""), 30)",Chrome 92.0.4515.159,,,2021-08-31 08:04:59,2021-08-31 08:04:59,0.398s,PASSED
"click(findTestObject(""Object Repository/Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/span_31""))",Chrome 92.0.4515.159,"tiap bulan diupdate, dibikin if
",,2021-08-31 08:04:59,2021-08-31 08:05:00,0.414s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-31 08:05:00,2021-08-31 08:05:01,1.010s,PASSED
"click(findTestObject(""Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/pilih jam""))",Chrome 92.0.4515.159,,,2021-08-31 08:05:01,2021-08-31 08:05:03,2.593s,PASSED
"click(findTestObject(""Object Repository/Pre-regist OPD/Page_Buat Janji Dengan Dr. dr. John C. P. B_f26caf/button_Lanjut""))",Chrome 92.0.4515.159,,,2021-08-31 08:05:03,2021-08-31 08:05:04,0.542s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-31 08:05:04,2021-08-31 08:05:05,1.019s,PASSED
"if (Reservasi == ""Orang lain"")",Chrome 92.0.4515.159,,,2021-08-31 08:05:05,2021-08-31 08:05:14,8.880s,PASSED
