Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pre-regist COVID,,,,2021-08-30 08:52:05,2021-08-30 08:52:08,2.971s,ERROR
,,,,,,,
Test Cases/Pre-regist Covid/linktree,,,,2021-08-30 08:52:07,2021-08-30 08:52:08,0.498s,ERROR
