Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pre-regist,Chrome 92.0.4515.159,,,2021-08-27 11:34:01,2021-08-27 11:35:36,1m - 35.146s,PASSED
,,,,,,,
Test Cases/Pre-regist Covid/linktree,Chrome 92.0.4515.159,,,2021-08-27 11:34:02,2021-08-27 11:35:36,1m - 34.569s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-27 11:34:03,2021-08-27 11:34:06,2.910s,PASSED
"navigateToUrl(""https://mysiloam-api-staging.siloamhospitals.com/linktree/"")",Chrome 92.0.4515.159,,,2021-08-27 11:34:06,2021-08-27 11:34:06,0.487s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/div_Select""), 120)",Chrome 92.0.4515.159,,,2021-08-27 11:34:06,2021-08-27 11:34:08,1.261s,PASSED
maximizeWindow(),Chrome 92.0.4515.159,,,2021-08-27 11:34:08,2021-08-27 11:34:08,0.286s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:34:08,2021-08-27 11:34:10,2.041s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/div_Select""))",Chrome 92.0.4515.159,,,2021-08-27 11:34:10,2021-08-27 11:34:10,0.424s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:34:10,2021-08-27 11:34:12,2.020s,PASSED
"setText(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Select_react-select-2-input""), NamaRS)",Chrome 92.0.4515.159,,,2021-08-27 11:34:12,2021-08-27 11:34:13,0.858s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:34:13,2021-08-27 11:34:15,2.018s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Pilih RS""))",Chrome 92.0.4515.159,,,2021-08-27 11:34:15,2021-08-27 11:34:16,0.408s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 11:34:16,2021-08-27 11:34:18,2.013s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Pilih NonDT""))",Chrome 92.0.4515.159,,,2021-08-27 11:34:18,2021-08-27 11:34:18,0.418s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Rapid Test Serology""), 30)",Chrome 92.0.4515.159,,,2021-08-27 11:34:18,2021-08-27 11:34:19,0.650s,PASSED
