Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pre-regist,Chrome 92.0.4515.159,,,2021-08-25 09:20:38,2021-08-25 09:21:24,46.084s,FAILED
,,,,,,,
Test Cases/Pre-regist Covid/OP Admin,Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:24,4.710s,FAILED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.001s,NOT_RUN
"navigateToUrl(""http://10.85.139.100:8484/checkup"")",Chrome 92.0.4515.159,Link URL,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.001s,NOT_RUN
"waitForElementVisible(findTestObject(""Pre-regist Covid/OP Admin/Page_MySiloam OPD Administrator/button_Login""), 120)",Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.001s,NOT_RUN
maximizeWindow(),Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.001s,NOT_RUN
delay(2),Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.002s,NOT_RUN
"setText(findTestObject(""Object Repository/Pre-regist Covid/OP Admin/Page_MySiloam OPD Administrator/input_Username_username""), Username)",Chrome 92.0.4515.159,"Username
",,2021-08-25 09:21:19,2021-08-25 09:21:19,0.004s,NOT_RUN
delay(2),Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.001s,NOT_RUN
"setText(findTestObject(""Object Repository/Pre-regist Covid/OP Admin/Page_MySiloam OPD Administrator/input_Password_password""), Password)",Chrome 92.0.4515.159,"Password
",,2021-08-25 09:21:19,2021-08-25 09:21:19,0.001s,NOT_RUN
"click(findTestObject(""Pre-regist Covid/OP Admin/Page_MySiloam OPD Administrator/button_Login""))",Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.002s,NOT_RUN
delay(2),Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.003s,NOT_RUN
"waitForPageLoad(30, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.002s,NOT_RUN
"waitForElementVisible(findTestObject(""Pre-regist Covid/OP Admin/Page_MySiloam OPD Administrator/button_Add New Group""), 10)",Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/Pre-regist Covid/OP Admin/Page_MySiloam OPD Administrator/button_Add New Group""))",Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.003s,NOT_RUN
"setText(findTestObject(""Pre-regist Covid/OP Admin/Page_MySiloam OPD Administrator/group-name""), GroupName)",Chrome 92.0.4515.159,group name,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.004s,NOT_RUN
"selectOptionByValue(findTestObject(""Pre-regist Covid/OP Admin/Page_MySiloam OPD Administrator/select_group type""), GroupType, true)",Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.002s,NOT_RUN
delay(2),Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.004s,NOT_RUN
"if (Services == ""DT"")",Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.004s,NOT_RUN
delay(2),Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.001s,NOT_RUN
"click(findTestObject(""Pre-regist Covid/OP Admin/Page_MySiloam OPD Administrator/dropdown""))",Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.003s,NOT_RUN
delay(5),Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.001s,NOT_RUN
"if (Paket == ""Rapid Test"")",Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.001s,NOT_RUN
delay(2),Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.000s,NOT_RUN
"click(findTestObject(""Pre-regist Covid/OP Admin/Page_MySiloam OPD Administrator/button_Save""))",Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:19,0.000s,NOT_RUN
delay(3),Chrome 92.0.4515.159,,,2021-08-25 09:21:19,2021-08-25 09:21:22,3.014s,PASSED
"click(findTestObject(""Object Repository/Pre-regist Covid/OP Admin/Page_MySiloam OPD Administrator/button_Save""))",Chrome 92.0.4515.159,,,2021-08-25 09:21:22,2021-08-25 09:21:24,1.592s,FAILED
